,Protein_per_100kcal,Protein_per_100kcal,Iron_per_100kcal,Iron_per_100kcal,Calcium_per_100kcal,Calcium_per_100kcal,Vitamin B12_per_100kcal,Vitamin B12_per_100kcal
,mean,median,mean,median,mean,median,mean,median
FoodType,,,,,,,,
Animal-based,11.516167222721986,8.777872340425532,0.298323284915656,0.10766104799244484,89.87690684088665,27.98430618447987,0.7850651176191262,0.32492881485962144
Plant-based,6.6920536893040605,5.107142857142857,1.8585049552548982,1.1794871794871793,104.20181491330196,53.69747899159664,0.031767351767351765,0.0
